participant-id,age,gender,ethnicity,residence-country,longest-residence-country,income,education,attribute,work-time-seconds,interest-in-automobiles,owns-car
4508,52,male,asian,JP,JP,3,5,stylish,,2,1
4509,70,male,prefer not to answer,JP,JP,1,5,stylish,,1,1
4510,40,male,asian,JP,JP,8,5,stylish,,2,1
4511,57,male,asian,JP,JP,9,5,stylish,,1,1
4512,50,female,asian,JP,JP,1,5,stylish,,5,2
4513,30,female,asian,JP,JP,6,5,stylish,,4,2
4514,65,male,asian,JP,JP,1,5,stylish,,2,1
4515,54,male,asian,JP,JP,12,5,stylish,,3,2
4516,72,male,other,JP,JP,3,5,stylish,,3,1
4517,50,male,asian,JP,JP,4,2,stylish,,2,1
4518,53,male,asian,JP,JP,4,6,stylish,,1,2
4519,45,male,asian,JP,JP,8,5,stylish,,2,1
4520,53,male,asian,JP,JP,5,5,stylish,,1,1
4521,58,male,asian,JP,JP,9,5,stylish,,4,1
4522,63,female,asian,JP,JP,1,5,stylish,,5,2
4523,59,male,asian,JP,JP,8,2,stylish,,2,1
4524,74,female,asian,JP,JP,1,2,stylish,,4,2
4525,66,female,asian,JP,JP,2,5,stylish,,3,1
4526,69,male,asian,JP,JP,12,2,stylish,,4,2
4527,57,female,asian,JP,JP,1,4,stylish,,5,2
4528,43,male,asian,JP,JP,7,6,stylish,,1,1
4529,60,male,asian,JP,JP,4,5,stylish,,1,1
4530,22,male,asian,JP,JP,1,2,stylish,,2,2
4531,64,male,asian,JP,JP,9,5,stylish,,1,1
4532,43,male,asian,JP,JP,2,5,stylish,,5,2
4533,70,male,asian,JP,JP,6,6,stylish,,4,2
4534,42,male,asian,JP,JP,6,5,stylish,,2,1
4535,61,female,asian,JP,JP,2,5,stylish,,3,2
4536,64,male,asian,JP,JP,1,2,stylish,,1,1
4537,66,male,asian,JP,JP,2,5,stylish,,5,2
4538,59,male,asian,JP,JP,7,5,stylish,,1,1
4539,70,female,asian,JP,JP,2,5,stylish,,5,2
4540,62,female,asian,JP,JP,3,5,stylish,,3,2
4541,62,male,asian,JP,JP,1,3,stylish,,2,1
4542,64,male,asian,JP,JP,1,3,stylish,,1,1
4543,65,male,asian,JP,JP,1,5,stylish,,2,1
4544,43,male,asian,JP,JP,8,5,stylish,,1,1
4545,65,female,asian,JP,JP,1,2,stylish,,2,1
4546,58,male,asian,JP,JP,2,2,stylish,,3,1
4547,67,male,asian,JP,JP,6,6,stylish,,2,1
4548,52,female,asian,JP,JP,1,5,stylish,,2,2
4549,35,female,asian,JP,JP,6,5,stylish,,2,2
4550,48,female,asian,JP,JP,1,4,stylish,,4,2
4551,55,male,other,JP,JP,2,5,stylish,,2,1
4552,58,female,asian,JP,JP,6,5,stylish,,2,1
4553,38,female,asian,JP,JP,1,4,stylish,,3,1
4554,53,female,asian,JP,JP,1,2,stylish,,4,1
4555,57,male,asian,JP,JP,5,2,stylish,,1,1
4556,45,male,asian,JP,JP,6,5,stylish,,5,1
4557,54,male,asian,JP,JP,4,5,stylish,,5,1
4558,60,male,white,JP,JP,1,8,stylish,,3,1
4559,74,female,asian,JP,JP,1,1,stylish,,4,1
4560,31,female,asian,JP,JP,4,5,stylish,,4,2
4561,62,male,asian,JP,JP,5,5,stylish,,2,1
4562,34,female,asian,JP,JP,12,5,stylish,,3,1
4563,74,male,asian,JP,JP,4,5,stylish,,1,1
4564,40,male,asian,JP,JP,5,3,stylish,,1,1
4565,55,male,asian,JP,JP,6,5,stylish,,1,1
4566,53,female,asian,JP,JP,1,2,stylish,,3,2
4567,,female,asian,JP,JP,1,2,stylish,,1,1
4568,69,male,asian,JP,JP,3,5,stylish,,5,2
4569,52,male,asian,JP,JP,6,5,stylish,,2,1
4570,56,male,asian,JP,JP,1,2,stylish,,3,2
4571,53,male,asian,JP,JP,8,2,stylish,,3,1
4572,23,female,asian,JP,JP,12,2,stylish,,1,1
4573,76,male,asian,JP,JP,5,5,stylish,,4,2
4574,51,male,asian,JP,JP,7,5,stylish,,1,1
4575,55,male,asian,JP,JP,7,5,stylish,,2,1
4576,58,male,asian,JP,JP,12,3,stylish,,4,2
4577,28,female,asian,JP,JP,9,5,stylish,,2,2
4578,40,male,asian,JP,JP,1,5,stylish,,1,1
4579,43,male,asian,JP,JP,4,5,stylish,,2,1
4580,61,male,asian,JP,JP,12,5,stylish,,2,2
4581,50,female,asian,JP,JP,12,2,stylish,,3,1
4582,53,male,asian,JP,JP,4,2,stylish,,2,1
4583,56,male,asian,JP,JP,3,5,stylish,,2,1
4584,76,male,asian,JP,JP,2,2,stylish,,3,1
4585,47,male,asian,JP,JP,1,2,stylish,,2,1
4586,36,female,asian,JP,JP,1,4,stylish,,5,2
4587,62,female,asian,JP,JP,12,2,stylish,,4,2
4588,21,female,asian,JP,JP,1,5,stylish,,2,2
4589,50,male,asian,JP,JP,1,1,stylish,,5,2
4590,48,male,asian,JP,JP,3,4,stylish,,3,1
4591,42,male,asian,JP,JP,12,3,stylish,,5,2
4592,77,male,asian,JP,JP,5,5,stylish,,2,2
4593,55,male,asian,JP,JP,8,5,stylish,,2,1
4594,61,male,asian,JP,JP,8,2,stylish,,2,1
4595,55,female,asian,JP,JP,3,5,stylish,,2,1
4596,50,male,asian,JP,JP,1,5,stylish,,4,2
4597,67,male,asian,JP,JP,4,5,stylish,,2,1
4598,55,male,asian,JP,JP,8,2,stylish,,2,1
4599,40,male,asian,JP,JP,12,5,stylish,,1,1
4600,66,male,asian,JP,JP,4,3,stylish,,2,1
4601,70,male,asian,JP,JP,2,5,stylish,,2,1
4602,54,male,asian,JP,JP,6,5,stylish,,1,1
4603,58,male,asian,JP,JP,9,5,stylish,,1,1
4604,73,male,asian,JP,JP,6,2,stylish,,2,1
4605,60,male,asian,JP,JP,7,3,stylish,,3,2
4606,38,male,asian,JP,JP,1,5,stylish,,1,1
4607,65,male,asian,JP,JP,5,3,stylish,,2,1
4608,65,male,asian,JP,JP,1,5,stylish,,2,2
4609,70,male,asian,JP,JP,1,2,stylish,,1,1
4610,40,female,asian,JP,JP,1,2,stylish,,4,2
4611,84,male,asian,JP,JP,2,5,stylish,,4,1
4612,43,male,asian,JP,JP,3,5,stylish,,5,2
4613,51,male,asian,JP,JP,5,5,stylish,,2,1
4614,61,male,asian,JP,JP,3,5,stylish,,1,1
4615,59,female,asian,JP,JP,1,2,stylish,,2,2
4616,47,male,asian,JP,JP,2,3,stylish,,4,1
4617,70,female,asian,JP,JP,1,4,stylish,,5,1
4618,24,female,asian,JP,JP,1,3,stylish,,3,2
4619,75,male,asian,JP,JP,1,5,stylish,,2,1
4620,51,female,asian,JP,JP,1,2,stylish,,2,2
4621,64,female,asian,JP,JP,1,5,stylish,,5,2
4622,66,female,asian,JP,JP,1,5,stylish,,2,1
4623,36,male,asian,JP,JP,4,5,stylish,,5,2
4624,56,female,asian,JP,JP,1,5,stylish,,5,2
4625,68,male,asian,JP,JP,8,5,stylish,,2,1
4626,78,female,asian,JP,JP,9,5,stylish,,4,1
4627,55,male,asian,JP,JP,6,5,stylish,,1,1
4628,69,male,asian,JP,JP,4,5,stylish,,2,1
4629,71,male,asian,JP,JP,7,6,stylish,,2,1
4630,76,female,asian,JP,JP,2,4,stylish,,5,1
4631,60,female,asian,JP,JP,1,3,stylish,,5,2
4632,59,male,asian,JP,JP,4,2,stylish,,2,1
4633,49,male,asian,JP,JP,12,3,stylish,,5,2
4634,52,female,asian,JP,JP,12,4,stylish,,5,1
4635,45,female,asian,JP,JP,1,4,stylish,,5,2
4636,45,male,asian,JP,JP,5,2,stylish,,3,1
4637,78,male,asian,JP,JP,2,2,stylish,,1,1
4638,64,male,asian,JP,JP,11,5,stylish,,1,1
4639,34,female,asian,JP,JP,1,5,stylish,,5,2
4640,72,male,asian,JP,JP,6,5,stylish,,2,1
4641,48,male,asian,JP,JP,1,2,stylish,,1,1
4642,61,male,other,JP,JP,1,5,stylish,,2,1
4643,47,female,asian,JP,JP,5,2,stylish,,2,1
4644,61,male,asian,JP,JP,3,2,stylish,,2,1
4645,58,male,asian,JP,JP,3,3,stylish,,2,1
4646,72,female,asian,JP,JP,1,2,stylish,,2,2
4647,55,female,asian,JP,JP,1,2,stylish,,3,1
4648,80,male,asian,JP,JP,2,5,stylish,,3,2
4649,43,female,asian,JP,JP,12,5,stylish,,2,1
4650,55,male,asian,JP,JP,1,2,stylish,,2,2
4651,60,male,asian,JP,JP,4,5,stylish,,5,2
4652,28,female,asian,JP,JP,1,2,stylish,,5,2
4653,,male,asian,JP,JP,12,9,stylish,,3,3
4654,58,female,asian,JP,JP,1,5,stylish,,1,1
4655,47,male,asian,JP,JP,4,5,stylish,,1,1
4656,59,female,asian,JP,JP,5,6,stylish,,3,1
4657,43,female,asian,JP,JP,1,5,stylish,,2,1
4658,63,female,asian,JP,JP,1,2,stylish,,5,1
4659,77,female,asian,JP,JP,1,2,stylish,,2,2
4660,61,male,asian,JP,JP,8,5,stylish,,4,2
4661,61,male,asian,JP,JP,9,5,stylish,,4,1
4662,67,male,asian,JP,JP,9,5,stylish,,4,2
4663,62,male,asian,JP,JP,3,5,stylish,,2,1
4664,81,male,white,JP,JP,2,5,stylish,,5,2
4665,52,male,asian,JP,JP,6,5,stylish,,5,2
4666,61,male,asian,JP,JP,6,5,stylish,,3,1
4667,66,male,asian,JP,JP,3,5,stylish,,1,1
4668,54,male,asian,JP,JP,12,5,stylish,,5,2
4669,23,male,asian,JP,JP,3,5,stylish,,5,2
4670,52,male,asian,JP,JP,1,5,stylish,,3,2
4671,74,male,asian,JP,JP,4,5,stylish,,2,1
4672,63,male,asian,JP,JP,3,5,stylish,,4,2
4673,66,male,asian,JP,JP,2,5,stylish,,2,1
4674,39,male,asian,JP,JP,4,5,stylish,,2,2
4675,37,female,asian,JP,JP,6,5,stylish,,2,1
4676,59,male,asian,JP,JP,8,5,stylish,,4,1
4677,54,male,other,JP,JP,8,5,stylish,,2,1
4678,74,female,asian,JP,JP,2,5,stylish,,2,2
4679,71,male,asian,JP,JP,1,6,stylish,,3,1
4680,76,male,asian,JP,JP,1,5,stylish,,3,1
4681,46,female,asian,JP,JP,1,4,stylish,,1,1
4682,50,male,asian,JP,JP,3,5,stylish,,3,1
4683,42,female,asian,JP,JP,1,3,stylish,,4,2
4684,45,male,asian,JP,JP,6,2,stylish,,2,1
4685,38,male,asian,JP,JP,3,5,stylish,,2,1
4686,50,female,asian,JP,JP,5,4,stylish,,5,2
4687,52,female,asian,JP,JP,1,5,stylish,,4,1
4688,50,female,asian,JP,JP,1,4,stylish,,5,2
4689,63,male,asian,JP,JP,3,1,stylish,,3,2
4690,72,female,asian,JP,JP,1,2,stylish,,2,2
4691,59,female,asian,JP,JP,1,5,stylish,,5,2
4692,46,female,asian,JP,JP,1,5,stylish,,1,1
4693,59,male,asian,JP,JP,7,5,stylish,,1,1
4694,43,female,asian,JP,JP,1,3,stylish,,3,1
4695,45,male,asian,JP,JP,3,2,stylish,,1,1
4696,66,male,asian,JP,JP,3,5,stylish,,2,1
4697,31,female,asian,JP,JP,1,2,stylish,,2,1
4698,36,female,asian,JP,JP,2,3,stylish,,5,2
4699,64,male,asian,JP,JP,8,5,stylish,,4,1
4700,54,male,asian,JP,JP,2,5,stylish,,5,1
4701,52,female,asian,JP,JP,1,2,stylish,,1,1
4702,76,male,asian,JP,JP,2,5,stylish,,2,1
4703,76,male,asian,JP,JP,2,3,stylish,,4,1
4704,67,male,asian,JP,JP,4,5,stylish,,2,1
4705,41,male,asian,JP,JP,5,5,stylish,,2,2
4706,58,male,asian,JP,JP,5,5,stylish,,1,1
4707,53,female,asian,JP,JP,1,2,stylish,,5,2
4708,63,female,asian,JP,JP,1,5,stylish,,1,1
4709,78,male,asian,JP,JP,12,5,stylish,,3,1
4710,35,male,asian,JP,JP,5,5,stylish,,1,1
4711,72,female,asian,JP,JP,1,4,stylish,,2,1
4712,71,male,asian,JP,JP,2,5,stylish,,2,1
4713,60,male,asian,JP,JP,8,5,stylish,,5,2
4714,74,male,asian,JP,JP,1,2,stylish,,2,1
4715,44,male,asian,JP,JP,7,5,stylish,,1,1
4716,,male,asian,JP,JP,12,5,stylish,,3,2
4717,54,female,asian,JP,JP,1,3,stylish,,5,1
4718,62,male,asian,JP,JP,3,5,stylish,,5,2
4719,46,female,asian,JP,JP,1,5,stylish,,2,2
4720,56,female,asian,JP,JP,3,2,stylish,,5,2
4721,52,female,asian,JP,JP,1,2,stylish,,4,2
4722,44,male,asian,JP,JP,8,3,stylish,,5,1
4723,43,female,asian,JP,JP,1,4,stylish,,5,2
4724,40,female,asian,JP,JP,2,3,stylish,,2,2
4725,82,male,asian,JP,JP,1,2,stylish,,4,1
4726,39,male,asian,JP,JP,6,5,stylish,,2,1
4727,45,male,asian,JP,JP,2,3,stylish,,2,1
4728,53,female,asian,JP,JP,1,5,stylish,,3,1
4729,50,male,asian,JP,JP,8,2,stylish,,4,1
4730,86,male,asian,JP,JP,2,2,stylish,,2,1
4731,62,female,asian,JP,JP,1,4,stylish,,5,2
4732,51,female,asian,JP,JP,3,4,stylish,,2,1
4733,61,female,asian,JP,JP,1,2,stylish,,2,1
4734,60,male,asian,JP,JP,5,5,stylish,,4,1
4735,63,female,asian,JP,JP,12,2,stylish,,3,1
4736,46,male,asian,JP,JP,6,5,stylish,,3,1
4737,54,male,asian,JP,JP,4,5,stylish,,4,1
4738,66,male,asian,JP,JP,2,6,stylish,,2,1
4739,42,female,asian,JP,JP,1,2,stylish,,2,1
4740,60,male,asian,JP,JP,1,2,stylish,,1,1
4741,54,male,asian,JP,JP,1,5,stylish,,3,2
4742,68,female,asian,JP,JP,1,4,stylish,,5,2
4743,81,male,asian,JP,JP,1,5,stylish,,2,1
4744,61,female,asian,JP,JP,2,3,stylish,,3,1
4745,35,female,white,JP,JP,3,4,stylish,,2,2
4746,59,male,asian,JP,JP,6,2,stylish,,2,1
4747,56,male,asian,JP,JP,5,3,stylish,,3,1
4748,39,female,asian,JP,JP,1,4,stylish,,1,1
4749,49,male,asian,JP,JP,11,2,stylish,,5,2
4750,46,male,asian,JP,JP,3,5,stylish,,1,1
4751,63,male,other,JP,JP,4,5,stylish,,1,2
4752,49,male,white,JP,JP,1,1,stylish,,5,2
4753,50,female,asian,JP,JP,1,3,stylish,,5,1
4754,30,male,asian,JP,JP,4,5,stylish,,2,1
4755,54,female,asian,JP,JP,4,5,stylish,,2,1
4756,69,male,asian,JP,JP,3,4,stylish,,1,1
4757,62,male,asian,JP,JP,8,5,stylish,,5,1
4758,39,female,asian,JP,JP,1,2,stylish,,5,2
4759,40,female,asian,JP,JP,2,5,stylish,,1,1
4760,81,male,asian,JP,JP,5,5,stylish,,2,1
4761,68,male,asian,JP,JP,6,2,stylish,,2,1
4762,56,female,asian,JP,JP,1,3,stylish,,3,1
4763,55,male,asian,JP,JP,5,5,stylish,,2,1
4764,63,male,asian,JP,JP,1,1,stylish,,3,2
4765,60,male,asian,JP,JP,5,5,stylish,,4,1
4766,53,female,asian,JP,JP,7,4,stylish,,3,2
4767,59,female,asian,JP,JP,1,5,stylish,,4,2
4768,65,male,asian,JP,JP,12,5,stylish,,3,1
4769,49,female,prefer not to answer,JP,JP,10,2,stylish,,2,1
4770,75,male,asian,JP,JP,3,5,stylish,,4,1
4771,75,male,asian,JP,JP,3,5,stylish,,2,2
4772,71,female,asian,JP,JP,3,5,stylish,,2,1
4773,52,female,asian,JP,JP,12,5,stylish,,3,1
4774,74,male,asian,JP,JP,2,5,stylish,,2,1
4775,61,male,asian,JP,JP,4,5,stylish,,1,1
4776,35,female,white,JP,JP,1,5,stylish,,1,2
4777,70,female,asian,JP,JP,1,4,stylish,,4,2
4778,70,male,asian,JP,JP,2,2,stylish,,4,1
4779,47,male,asian,JP,JP,1,2,stylish,,2,1
4780,45,female,asian,JP,JP,4,5,stylish,,2,1
4781,72,male,asian,JP,JP,2,2,stylish,,3,1
4782,51,male,asian,JP,JP,1,5,stylish,,5,2
4783,58,male,asian,JP,JP,9,2,stylish,,1,1
4784,50,male,asian,JP,JP,8,5,stylish,,1,1
4785,49,male,asian,JP,JP,6,5,stylish,,3,2
4786,74,male,asian,JP,JP,1,2,stylish,,3,1
4787,69,male,asian,JP,JP,1,2,stylish,,2,2
4788,65,male,asian,JP,JP,3,5,stylish,,1,1
4789,75,male,other,JP,JP,12,5,stylish,,1,1
4790,60,male,asian,JP,JP,2,3,stylish,,5,1
4791,57,female,asian,JP,JP,1,4,stylish,,2,1
4792,65,male,asian,JP,JP,1,5,stylish,,5,1
4793,57,male,asian,JP,JP,6,5,stylish,,1,1
4794,68,male,asian,JP,JP,1,2,stylish,,1,1
4795,37,male,asian,JP,JP,6,2,stylish,,1,1
4796,64,male,asian,JP,JP,1,5,stylish,,2,2
4797,43,female,asian,JP,JP,12,5,stylish,,5,2
4798,56,female,asian,JP,JP,1,2,stylish,,5,2
4799,66,female,asian,JP,JP,5,3,stylish,,2,1
4800,38,male,asian,JP,JP,1,5,stylish,,3,2
4801,50,male,asian,JP,JP,4,4,stylish,,1,1
4802,42,female,asian,JP,JP,1,4,stylish,,5,2
4803,54,female,asian,JP,JP,1,5,stylish,,1,1
4804,69,male,asian,JP,JP,3,3,stylish,,2,1
4805,64,male,other,JP,JP,9,5,stylish,,2,1
4806,51,female,asian,JP,JP,1,5,stylish,,1,1
4807,72,male,asian,JP,JP,2,5,stylish,,1,1
4808,63,male,asian,JP,JP,12,3,stylish,,2,1
4809,31,female,asian,JP,JP,1,4,stylish,,2,2
4810,62,male,asian,JP,JP,7,5,stylish,,2,1
4811,66,female,asian,JP,JP,1,4,stylish,,2,1
4812,66,male,asian,JP,JP,3,5,stylish,,1,1
4813,67,male,asian,JP,JP,2,5,stylish,,1,1
4814,62,male,asian,JP,JP,8,5,stylish,,1,1
4815,75,male,asian,JP,JP,2,5,stylish,,5,2
4816,46,male,asian,JP,JP,6,3,stylish,,3,2
4817,62,male,asian,JP,JP,1,2,stylish,,1,1
4818,63,female,asian,JP,JP,1,2,stylish,,5,2
4819,45,female,asian,JP,JP,3,5,stylish,,5,2
4820,77,male,asian,JP,JP,5,5,stylish,,2,1
4821,37,male,asian,JP,JP,1,2,stylish,,1,1
4822,56,male,asian,JP,JP,7,5,stylish,,5,2
4823,53,male,asian,JP,JP,4,5,stylish,,2,1
4824,77,male,asian,JP,JP,12,5,stylish,,2,1
4825,42,female,asian,JP,JP,1,5,stylish,,3,1
4826,71,female,asian,JP,JP,2,4,stylish,,4,2
4827,39,male,asian,JP,JP,8,5,stylish,,1,1
4828,51,male,asian,JP,JP,6,5,stylish,,2,1
4829,64,female,asian,JP,JP,1,2,stylish,,5,1
4830,37,female,asian,JP,JP,12,2,stylish,,4,2
4831,40,male,asian,JP,JP,1,5,stylish,,5,2
4832,41,male,asian,JP,JP,7,5,stylish,,2,2
4833,53,male,asian,JP,JP,7,5,stylish,,2,1
4834,44,female,asian,JP,JP,1,4,stylish,,2,1
4835,47,male,asian,JP,JP,6,5,stylish,,1,1
4836,48,female,asian,JP,JP,1,5,stylish,,5,2
4837,70,male,asian,JP,JP,1,3,stylish,,3,1
4838,60,male,asian,JP,JP,6,6,stylish,,2,1
4839,48,female,asian,JP,JP,3,5,stylish,,2,1
4840,80,male,asian,JP,JP,2,4,stylish,,4,1
4841,54,male,asian,JP,JP,12,3,stylish,,2,1
4842,58,female,asian,JP,JP,9,2,stylish,,2,2
4843,81,female,asian,JP,JP,4,4,stylish,,2,1
4844,71,male,asian,JP,JP,2,2,stylish,,3,1
4845,63,male,asian,JP,JP,1,5,stylish,,4,1
4846,58,female,asian,JP,JP,1,2,stylish,,5,2
4847,61,male,asian,JP,JP,6,6,stylish,,2,1
4848,74,male,asian,JP,JP,3,5,stylish,,2,1
4849,60,male,asian,JP,JP,9,5,stylish,,5,2
4850,52,male,asian,JP,JP,3,2,stylish,,2,1
4851,55,female,asian,JP,JP,3,2,stylish,,2,1
4852,48,female,asian,JP,JP,1,5,stylish,,4,1
4853,74,male,asian,JP,JP,3,2,stylish,,1,1
4854,50,female,asian,JP,JP,1,5,stylish,,4,1
4855,66,male,asian,JP,JP,12,5,stylish,,4,1
4856,32,female,asian,JP,JP,4,5,stylish,,1,1
4857,73,male,asian,JP,JP,11,5,stylish,,1,1
4858,69,male,asian,JP,JP,12,6,stylish,,2,1
4859,63,male,asian,JP,JP,1,4,stylish,,2,1
4860,58,male,asian,JP,JP,12,5,stylish,,2,1
4861,48,male,asian,JP,JP,7,2,stylish,,2,1
4862,54,male,asian,JP,JP,9,5,stylish,,1,1
4863,76,male,asian,JP,JP,2,5,stylish,,2,1
4864,69,male,asian,JP,JP,2,5,stylish,,2,1
4865,73,female,asian,JP,JP,1,5,stylish,,2,2
4866,26,female,asian,JP,JP,3,5,stylish,,2,2
4867,64,male,asian,JP,JP,1,5,stylish,,5,2
4868,47,male,asian,JP,JP,5,5,stylish,,3,1
4869,73,male,asian,JP,JP,2,5,stylish,,2,1
4870,59,male,asian,JP,JP,4,3,stylish,,2,1
4871,74,female,asian,JP,JP,12,3,stylish,,5,2
4872,66,male,asian,JP,JP,2,5,stylish,,5,1
4873,48,male,asian,JP,JP,8,5,stylish,,1,1
4874,62,male,asian,JP,JP,8,2,stylish,,2,1
4875,64,female,asian,JP,JP,12,2,stylish,,5,2
4876,53,male,asian,JP,JP,10,3,stylish,,2,1
4877,67,male,asian,JP,JP,2,5,stylish,,1,1
4878,59,male,asian,JP,JP,8,5,stylish,,3,1
4879,52,male,asian,JP,JP,1,2,stylish,,5,2
4880,42,female,asian,JP,JP,9,6,stylish,,1,1
4881,44,male,asian,JP,JP,2,2,stylish,,4,1
4882,76,male,asian,JP,JP,4,5,stylish,,2,1
4883,62,female,asian,JP,JP,1,4,stylish,,5,1
4884,73,male,asian,JP,JP,2,5,stylish,,2,1
4885,31,male,asian,JP,JP,1,2,stylish,,1,1
4886,72,male,asian,JP,JP,2,2,stylish,,2,1
4887,64,male,asian,JP,JP,3,2,stylish,,1,1
4888,59,male,asian,JP,JP,7,2,stylish,,1,1
4889,53,male,asian,JP,JP,1,5,stylish,,3,2
4890,42,male,asian,JP,JP,1,3,stylish,,4,2
4891,54,male,asian,JP,JP,6,2,stylish,,1,1
4892,63,male,asian,JP,JP,8,5,stylish,,1,1
4893,39,female,asian,JP,JP,2,5,stylish,,5,2
4894,33,male,asian,JP,JP,4,6,stylish,,5,2
4895,64,female,asian,JP,JP,1,5,stylish,,3,2
4896,59,male,asian,JP,JP,2,2,stylish,,4,2
4897,74,male,asian,JP,JP,1,2,stylish,,1,1
4898,51,female,asian,JP,JP,1,2,stylish,,2,1
4899,82,male,asian,JP,JP,5,5,stylish,,3,1
4900,46,male,asian,JP,JP,6,6,stylish,,1,1
4901,72,male,asian,JP,JP,11,5,stylish,,1,1
4902,50,male,asian,JP,JP,8,5,stylish,,2,2
4903,46,male,asian,JP,JP,4,3,stylish,,2,1
4904,54,male,asian,JP,JP,1,5,stylish,,5,1
4905,76,male,asian,JP,JP,1,4,stylish,,2,1
4906,65,male,asian,JP,JP,1,5,stylish,,2,1
4907,37,female,asian,JP,JP,1,2,stylish,,4,2
4908,71,male,asian,JP,JP,4,5,stylish,,2,1
4909,48,male,asian,JP,JP,3,3,stylish,,3,1
4910,75,male,asian,JP,JP,9,3,stylish,,2,2
4911,60,male,asian,JP,JP,3,2,stylish,,2,1
4912,52,female,asian,JP,JP,1,2,stylish,,5,1
4913,46,male,asian,JP,JP,6,5,stylish,,1,1
4914,60,male,asian,JP,JP,2,2,stylish,,3,2
4915,55,male,asian,JP,JP,12,5,stylish,,2,1
4916,49,male,asian,JP,JP,1,5,stylish,,4,2
4917,62,male,asian,JP,JP,7,5,stylish,,3,1
4918,72,male,asian,JP,JP,4,5,stylish,,4,1
4919,72,male,asian,JP,JP,1,2,stylish,,2,1
4920,60,male,asian,JP,JP,3,5,stylish,,4,2
4921,34,male,asian,JP,JP,1,2,stylish,,3,2
4922,39,female,asian,JP,JP,1,2,stylish,,5,2
4923,70,male,asian,JP,JP,3,5,stylish,,2,1
4924,46,female,asian,JP,JP,12,7,stylish,,4,1
4925,51,female,asian,JP,JP,12,3,stylish,,5,2
4926,77,male,other,JP,JP,4,5,stylish,,5,1
4927,55,female,asian,JP,JP,2,5,stylish,,1,1
4928,81,male,asian,JP,JP,12,9,stylish,,3,1
4929,50,female,asian,JP,JP,9,5,stylish,,3,1
4930,59,female,other,JP,JP,1,1,stylish,,5,2
4931,83,male,asian,JP,JP,2,5,stylish,,2,1
4932,45,male,asian,JP,JP,4,5,stylish,,5,2
4933,69,male,asian,JP,JP,2,5,stylish,,1,1
4934,71,male,asian,JP,JP,3,5,stylish,,2,1
4935,,female,asian,JP,JP,12,5,stylish,,4,2
4936,59,female,asian,JP,JP,12,5,stylish,,5,2
4937,59,male,asian,JP,JP,2,5,stylish,,4,2
4938,51,female,asian,JP,JP,3,5,stylish,,5,2
4939,56,female,asian,JP,JP,1,4,stylish,,4,1
4940,82,female,asian,JP,JP,2,5,stylish,,4,2
4941,64,female,asian,JP,JP,1,3,stylish,,3,1
4942,54,female,asian,JP,JP,12,5,stylish,,5,2
4943,50,female,asian,JP,JP,1,4,stylish,,4,1
4944,44,female,asian,JP,JP,1,5,stylish,,3,2
4945,47,male,asian,JP,JP,4,2,stylish,,2,1
4946,62,female,asian,JP,JP,1,3,stylish,,2,1
4947,32,female,asian,JP,JP,6,5,stylish,,2,1
4948,48,female,asian,JP,JP,12,5,stylish,,1,1
4949,70,male,asian,JP,JP,1,2,stylish,,4,2
4950,78,male,asian,JP,JP,3,5,stylish,,1,1
4951,56,female,asian,JP,JP,12,5,stylish,,4,2
4952,66,female,asian,JP,JP,1,5,stylish,,2,2
4953,56,female,asian,JP,JP,1,4,stylish,,4,2
4954,65,male,asian,JP,JP,2,5,stylish,,4,2
4955,42,female,asian,JP,JP,3,5,stylish,,4,1
4956,88,male,asian,JP,JP,2,5,stylish,,4,1
4957,73,male,asian,JP,JP,4,2,stylish,,2,1
4958,43,male,asian,JP,JP,7,5,stylish,,1,1
4959,63,male,asian,JP,JP,1,5,stylish,,1,1
4960,65,female,asian,JP,JP,1,4,stylish,,3,2
4961,59,female,asian,JP,JP,1,5,stylish,,2,1
4962,,male,prefer not to answer,JP,JP,4,5,stylish,,5,2
4963,54,male,asian,JP,JP,1,5,stylish,,4,2
4964,57,male,asian,JP,JP,11,5,stylish,,1,1
4965,68,female,asian,JP,JP,12,5,stylish,,2,1
4966,76,male,asian,JP,JP,7,5,stylish,,4,1
4967,45,female,asian,JP,JP,12,5,stylish,,3,2
4968,76,female,asian,JP,JP,1,4,stylish,,4,2
4969,56,male,asian,JP,JP,11,5,stylish,,1,1
4970,46,female,asian,JP,JP,12,4,stylish,,2,2
4971,75,female,asian,JP,JP,1,2,stylish,,4,1
4972,55,male,asian,JP,JP,4,2,stylish,,1,1
4973,49,male,asian,JP,JP,8,5,stylish,,1,1
4974,60,male,asian,JP,JP,2,5,stylish,,2,1
4975,46,male,asian,JP,JP,8,5,stylish,,1,1
4976,46,male,asian,JP,JP,1,1,stylish,,3,2
4977,46,male,asian,JP,JP,2,2,stylish,,4,2
4978,74,male,asian,JP,JP,1,5,stylish,,2,1
4979,70,male,asian,JP,JP,12,5,stylish,,1,1
4980,27,female,asian,JP,JP,1,5,stylish,,5,2
4981,48,male,asian,JP,JP,1,4,stylish,,5,2
4982,72,male,asian,JP,JP,4,2,stylish,,1,2
4983,65,male,asian,JP,JP,6,5,stylish,,1,1
4984,73,male,asian,JP,JP,1,3,stylish,,1,1
4985,67,male,asian,JP,JP,3,5,stylish,,1,1
4986,78,male,asian,JP,JP,2,1,stylish,,2,1
4987,23,female,white,JP,JP,3,2,stylish,,2,1
